Date,Precipitation (in),Max Temp (F),Min Temp (F),
2017-06-02,0.00,73,55,
2017-06-03,0.00,65,56,
2017-06-04,0.00,67,53,
2017-06-05,0.00,71,47,
2017-06-06,0.00,84,54,
2017-06-07,0.02,79,57,
2017-06-08,0.27,64,55,
2017-06-09,T,64,52,
2017-06-10,0.00,66,48,
2017-06-11,0.00,70,52,
2017-06-12,0.00,65,53,
2017-06-13,0.00,64,52,
2017-06-14,0.00,65,52,
2017-06-15,0.90,62,54,
2017-06-16,0.00,68,52,
2017-06-17,0.01,64,52,
2017-06-18,0.00,71,56,
2017-06-19,0.00,71,57,
2017-06-20,T,70,56,
2017-06-21,0.00,69,55,
2017-06-22,0.00,74,53,
2017-06-23,0.00,80,54,
2017-06-24,0.00,87,61,
2017-06-25,0.00,93,63,
2017-06-26,0.00,73,56,
2017-06-27,0.00,72,54,
2017-06-28,0.00,69,55,
2017-06-29,0.00,77,54,
2017-06-30,0.00,83,57,
2017-07-01,0.00,73,56,
2017-07-02,0.00,77,55,
2017-07-03,0.00,70,58,
2017-07-04,0.00,78,53,
2017-07-05,0.00,83,56,
2017-07-06,0.00,84,56,
2017-07-07,0.00,73,56,
2017-07-08,0.00,80,58,
2017-07-09,0.00,79,59,
2017-07-10,0.00,73,59,
2017-07-11,0.00,74,56,
2017-07-12,0.00,78,57,
2017-07-13,0.00,76,58,
2017-07-14,0.00,80,56,
2017-07-15,0.00,77,56,
2017-07-16,0.00,73,57,
2017-07-17,0.00,76,56,
2017-07-18,0.00,81,56,
2017-07-19,0.00,78,54,
2017-07-20,0.00,75,60,
2017-07-21,0.00,78,57,
2017-07-22,0.00,86,64,
2017-07-23,0.00,75,63,
2017-07-24,0.00,80,58,
2017-07-25,0.00,84,60,
2017-07-26,0.00,83,57,
2017-07-27,0.00,71,57,
2017-07-28,0.00,78,58,
2017-07-29,0.00,82,58,
2017-07-30,0.00,81,62,
2017-07-31,0.00,83,59,
2017-08-01,0.00,87,62,
2017-08-02,0.00,87,68,
2017-08-03,0.00,90,67,
2017-08-04,0.00,93,64,
2017-08-05,0.00,82,59,
2017-08-06,0.00,79,60,
2017-08-07,0.00,83,60,
2017-08-08,0.00,86,62,
2017-08-09,0.00,87,63,
2017-08-10,0.00,87,62,
2017-08-11,0.00,80,60,
2017-08-12,0.02,76,59,
2017-08-13,T,71,61,
2017-08-14,0.00,73,59,
2017-08-15,0.00,77,56,
2017-08-16,0.00,81,58,
2017-08-17,T,77,62,
2017-08-18,0.00,74,58,
2017-08-19,0.00,77,58,
2017-08-20,0.00,76,57,
2017-08-21,0.00,81,57,
2017-08-22,0.00,88,61,
2017-08-23,0.00,74,60,
2017-08-24,0.00,72,58,
2017-08-25,0.00,75,55,
2017-08-26,0.00,81,57,
2017-08-27,0.00,84,60,
2017-08-28,T,88,61,
2017-08-29,0.00,87,61,
2017-08-30,0.00,77,61,
2017-08-31,0.00,74,62,
2017-09-01,0.00,82,56,
2017-09-02,0.00,88,61,
2017-09-03,0.00,87,64,
2017-09-04,0.00,86,61,
2017-09-05,0.00,84,68,
2017-09-06,0.00,82,65,
2017-09-07,0.00,76,64,
2017-09-08,T,72,62,
2017-09-09,T,69,60,
2017-09-10,0.00,74,57,
2017-09-11,0.00,80,51,
2017-09-12,0.00,76,59,
2017-09-13,0.00,70,54,
2017-09-14,0.00,74,56,
2017-09-15,0.00,75,46,
2017-09-16,T,74,50,
2017-09-17,0.06,65,53,
2017-09-18,0.17,63,51,
2017-09-19,0.27,61,50,
2017-09-20,0.04,60,51,
2017-09-21,T,64,51,
2017-09-22,0.00,68,51,
2017-09-23,0.00,69,55,
2017-09-24,0.00,72,49,
2017-09-25,0.02,66,57,
2017-09-26,0.00,72,55,
2017-09-27,0.00,77,57,
2017-09-28,0.00,87,55,
2017-09-29,0.04,68,56,
2017-09-30,0.03,65,54,
2017-10-01,T,62,48,
2017-10-02,0.00,63,46,
2017-10-03,0.00,68,43,
2017-10-04,0.00,68,44,
2017-10-05,0.00,68,42,
2017-10-06,0.00,65,44,
2017-10-07,0.08,62,49,
2017-10-08,T,62,45,
2017-10-09,0.00,64,40,
2017-10-10,0.01,58,46,
2017-10-11,T,58,43,
2017-10-12,0.15,50,45,
2017-10-13,T,57,39,
2017-10-14,0.00,57,37,
2017-10-15,0.00,62,39,
2017-10-16,0.00,63,41,
2017-10-17,0.05,61,48,
2017-10-18,1.04,65,47,
2017-10-19,0.41,55,45,
2017-10-20,0.11,54,44,
2017-10-21,0.19,59,46,
2017-10-22,0.04,61,49,
2017-10-23,0.00,64,48,
2017-10-24,0.00,M,M,
2017-10-25,T,67,44,
2017-10-26,0.00,60,49,
2017-10-27,0.00,64,48,
2017-10-28,0.00,66,41,
2017-10-29,0.00,58,44,
2017-10-30,0.00,63,40,
2017-10-31,0.00,60,36,
2017-11-01,0.00,56,48,
2017-11-02,0.08,51,41,
2017-11-03,T,44,35,
2017-11-04,0.01,42,33,
2017-11-05,M,41,36,
2017-11-06,0.00,48,34,
2017-11-07,M,49,33,
2017-11-08,0.13,56,43,
2017-11-09,0.27,50,43,
2017-11-10,0.00,52,36,
2017-11-11,0.14,51,38,
2017-11-12,0.57,57,46,
2017-11-13,0.61,54,46,
2017-11-14,0.07,55,43,
2017-11-15,0.64,54,43,
2017-11-16,0.08,46,43,
2017-11-17,0.00,50,43,
2017-11-18,0.00,54,41,
2017-11-19,0.38,52,38,
2017-11-20,0.49,51,38,
2017-11-21,1.26,58,36,
2017-11-22,0.56,68,54,
2017-11-23,0.10,60,49,
2017-11-24,T,53,47,
2017-11-25,0.22,51,41,
2017-11-26,0.20,57,42,
2017-11-27,0.00,51,40,
2017-11-28,0.57,47,44,
2017-11-29,0.01,52,43,
2017-11-30,0.26,47,42,
2017-12-01,0.21,50,41,
2017-12-02,0.61,45,40,
2017-12-03,0.04,46,39,
2017-12-04,0.00,43,35,
2017-12-05,0.00,47,34,
2017-12-06,0.00,52,37,
2017-12-07,0.00,52,31,
2017-12-08,0.00,44,30,
2017-12-09,0.00,44,29,
2017-12-10,0.00,48,31,
2017-12-11,0.00,50,26,
2017-12-12,0.00,48,28,
2017-12-13,0.00,49,34,
2017-12-14,0.00,50,33,
2017-12-15,0.02,45,36,
2017-12-16,0.10,46,34,
2017-12-17,0.01,52,43,
2017-12-18,0.69,51,42,
2017-12-19,1.14,51,41,
2017-12-20,0.07,45,29,
2017-12-21,0.00,41,27,
2017-12-22,0.06,42,36,
2017-12-23,0.00,40,26,
2017-12-24,0.11,39,26,
2017-12-25,0.07,35,32,
2017-12-26,0.00,39,31,
2017-12-27,0.00,40,33,
2017-12-28,0.09,50,39,
2017-12-29,1.37,55,44,
2017-12-30,0.08,48,40,
2017-12-31,0.00,44,34,
2018-01-01,0.00,45,29,
2018-01-02,0.00,44,33,
2018-01-03,0.00,48,30,
2018-01-04,0.13,48,34,
2018-01-05,0.39,51,44,
2018-01-06,0.23,48,42,
2018-01-07,0.40,46,42,
2018-01-08,0.11,50,42,
2018-01-09,0.29,48,43,
2018-01-10,0.10,46,42,
2018-01-11,0.88,51,42,
2018-01-12,0.10,53,48,
2018-01-13,T,58,45,
2018-01-14,0.00,55,39,
2018-01-15,0.07,62,38,
2018-01-16,0.18,56,44,
2018-01-17,0.38,57,42,
2018-01-18,0.67,53,37,
2018-01-19,0.02,47,35,
2018-01-20,0.05,50,40,
2018-01-21,0.22,52,41,
2018-01-22,0.14,48,38,
2018-01-23,0.80,46,39,
2018-01-24,0.39,50,42,
2018-01-25,0.12,45,37,
2018-01-26,0.18,43,39,
2018-01-27,0.56,50,41,
2018-01-28,0.03,57,43,
2018-01-29,0.89,52,44,
2018-01-30,0.00,50,39,
2018-01-31,T,47,39,
2018-02-01,0.57,47,43,
2018-02-02,0.02,55,45,
2018-02-03,0.11,52,49,
2018-02-04,0.02,57,49,
2018-02-05,T,51,47,
2018-02-06,0.00,50,43,
2018-02-07,0.00,55,48,
2018-02-08,0.08,54,43,
2018-02-09,0.05,51,40,
2018-02-10,0.00,46,30,
2018-02-11,0.00,47,34,
2018-02-12,0.00,47,30,
2018-02-13,0.16,49,27,
2018-02-14,0.09,44,37,
2018-02-15,0.01,45,35,
2018-02-16,0.07,49,42,
2018-02-17,0.25,51,41,
2018-02-18,0.03,41,32,
2018-02-19,0.00,37,28,
2018-02-20,T,37,27,
2018-02-21,0.02,35,23,
2018-02-22,T,39,26,
2018-02-23,T,40,24,
2018-02-24,0.03,45,35,
2018-02-25,0.06,46,34,
2018-02-26,0.00,46,28,
2018-02-27,0.51,50,36,
2018-02-28,0.37,47,39,
2018-03-01,0.02,51,36,
2018-03-02,0.16,47,36,
2018-03-03,0.00,50,33,
2018-03-04,0.07,48,33,
2018-03-05,0.00,48,40,
2018-03-06,0.00,54,36,
2018-03-07,0.05,49,37,
2018-03-08,0.45,53,40,
2018-03-09,0.00,51,39,
2018-03-10,0.00,57,31,
2018-03-11,0.00,64,36,
2018-03-12,0.00,73,38,
2018-03-13,0.16,66,45,
2018-03-14,0.01,54,39,
2018-03-15,0.00,56,32,
2018-03-16,0.00,56,37,
2018-03-17,0.00,55,36,
2018-03-18,0.00,55,38,
2018-03-19,0.00,55,35,
2018-03-20,0.00,55,34,
2018-03-21,0.14,59,34,
2018-03-22,0.36,50,40,
2018-03-23,0.35,49,34,
2018-03-24,0.16,49,35,
2018-03-25,0.00,53,34,
2018-03-26,0.06,48,41,
2018-03-27,0.00,54,46,
2018-03-28,0.00,54,44,
2018-03-29,0.00,56,45,
2018-03-30,T,59,48,
2018-03-31,0.00,59,46,
2018-04-01,0.14,52,36,
2018-04-02,0.00,54,35,
2018-04-03,0.00,51,40,
2018-04-04,0.27,49,42,
2018-04-05,0.19,57,47,
2018-04-06,T,66,51,
2018-04-07,0.74,57,47,
2018-04-08,0.27,53,46,
2018-04-09,0.00,62,42,
2018-04-10,0.20,61,46,
2018-04-11,0.25,55,44,
2018-04-12,0.11,53,42,
2018-04-13,0.38,54,43,
2018-04-14,1.83,53,46,
2018-04-15,0.11,52,44,
2018-04-16,0.25,49,42,
2018-04-17,0.01,54,43,
2018-04-18,T,58,43,
2018-04-19,0.00,62,40,
2018-04-20,T,62,43,
2018-04-21,0.08,58,46,
2018-04-22,0.00,59,43,
2018-04-23,0.00,68,42,
2018-04-24,0.00,74,47,
2018-04-25,0.00,72,51,
2018-04-26,0.00,78,52,
2018-04-27,T,60,50,
2018-04-28,0.37,58,48,
2018-04-29,T,61,47,
2018-04-30,0.00,58,48,
2018-05-01,0.01,62,49,
2018-05-02,0.00,69,44,
2018-05-03,0.00,75,50,
2018-05-04,0.00,64,52,
2018-05-05,0.02,67,50,
2018-05-06,0.00,76,54,
2018-05-07,0.00,69,53,
2018-05-08,0.03,76,52,
2018-05-09,0.00,67,53,
2018-05-10,0.01,61,51,
2018-05-11,0.00,67,52,
2018-05-12,0.00,76,48,
2018-05-13,0.00,82,52,
2018-05-14,0.00,84,58,
2018-05-15,0.00,69,54,
2018-05-16,0.00,68,54,
2018-05-17,0.00,65,54,
2018-05-18,T,66,53,
2018-05-19,0.02,72,54,
2018-05-20,T,67,55,
2018-05-21,0.00,70,54,
2018-05-22,0.00,76,53,
2018-05-23,0.00,81,56,
2018-05-24,T,70,55,
2018-05-25,0.00,66,53,
2018-05-26,0.00,67,53,
2018-05-27,0.00,75,51,
2018-05-28,0.00,71,52,
2018-05-29,0.00,65,51,
2018-05-30,0.00,67,50,
2018-05-31,0.02,65,50,
2018-06-01,0.00,66,49,
2018-06-02,0.00,76,54,
2018-06-03,0.02,63,55,
2018-06-04,0.03,67,51,
2018-06-05,0.00,69,49,
2018-06-06,0.00,76,51,
2018-06-07,0.00,68,55,
2018-06-08,0.23,64,53,
2018-06-09,0.17,63,51,
2018-06-10,0.10,62,49,
2018-06-11,0.00,69,50,
2018-06-12,T,66,51,
2018-06-13,0.11,68,52,
2018-06-14,0.00,66,54,
2018-06-15,0.00,72,52,
2018-06-16,0.00,79,56,
2018-06-17,0.00,87,58,
2018-06-18,0.00,87,60,
2018-06-19,0.00,86,58,
2018-06-20,0.00,84,61,
2018-06-21,0.00,70,59,
2018-06-22,0.04,71,58,
2018-06-23,0.08,72,57,
2018-06-24,0.14,75,55,
2018-06-25,0.02,70,56,
2018-06-26,0.00,71,55,
2018-06-27,0.00,68,54,
2018-06-28,0.00,67,55,
2018-06-29,T,71,56,
2018-06-30,0.01,65,58,
2018-07-01,0.00,71,57,
2018-07-02,0.00,69,54,
2018-07-03,0.00,74,50,
2018-07-04,0.00,81,57,
2018-07-05,0.00,86,59,
2018-07-06,0.00,80,61,
2018-07-07,0.00,75,60,
2018-07-08,0.00,78,57,
2018-07-09,T,74,57,
2018-07-10,0.00,76,58,
2018-07-11,0.00,79,58,
2018-07-12,0.00,86,61,
2018-07-13,0.00,85,61,
2018-07-14,0.00,84,61,
2018-07-15,0.00,90,64,
2018-07-16,0.00,90,63,
2018-07-17,0.00,86,61,
2018-07-18,0.00,78,60,
2018-07-19,0.00,69,57,
2018-07-20,0.00,74,57,
2018-07-21,0.00,78,56,
2018-07-22,0.00,84,58,
2018-07-23,0.00,89,63,
2018-07-24,0.00,88,62,
2018-07-25,0.00,89,63,
2018-07-26,0.00,91,65,
2018-07-27,0.00,88,59,
2018-07-28,0.00,85,59,
2018-07-29,0.00,89,62,
2018-07-30,0.00,89,64,
2018-07-31,0.00,80,60,
2018-08-01,0.00,75,60,
2018-08-02,T,69,59,
2018-08-03,T,75,59,
2018-08-04,0.00,79,59,
2018-08-05,0.00,84,59,
2018-08-06,0.00,85,61,
2018-08-07,0.00,88,63,
2018-08-08,0.00,91,63,
2018-08-09,0.00,90,62,
2018-08-10,0.00,82,63,
2018-08-11,0.02,75,62,
2018-08-12,0.00,73,58,
2018-08-13,0.00,75,58,
2018-08-14,0.00,82,63,
2018-08-15,0.00,84,62,
2018-08-16,0.00,73,59,
2018-08-17,0.00,74,56,
2018-08-18,0.00,79,56,
2018-08-19,0.00,77,59,
2018-08-20,0.00,81,59,
2018-08-21,0.00,87,63,
2018-08-22,0.00,90,59,
2018-08-23,0.00,73,58,
2018-08-24,0.00,70,56,
2018-08-25,T,65,54,
2018-08-26,0.02,66,58,
2018-08-27,0.00,76,57,
2018-08-28,0.00,82,54,
2018-08-29,0.00,77,56,
2018-08-30,0.00,74,61,
2018-08-31,0.00,71,59,
2018-09-01,0.00,72,59,
2018-09-02,0.00,76,53,
2018-09-03,0.00,74,59,
2018-09-04,0.00,74,53,
2018-09-05,0.00,79,57,
2018-09-06,0.00,85,55,
2018-09-07,0.07,75,57,
2018-09-08,M,M,M,
2018-09-09,0.19,77,59,
2018-09-10,0.01,69,58,
2018-09-11,0.05,69,57,
2018-09-12,0.00,68,56,
2018-09-13,0.19,70,55,
2018-09-14,0.29,68,54,
2018-09-15,0.09,64,53,
2018-09-16,0.19,65,52,
2018-09-17,0.00,66,50,
2018-09-18,0.00,66,49,
2018-09-19,0.04,68,47,
2018-09-20,0.18,66,55,
2018-09-21,0.06,72,59,
2018-09-22,0.05,69,55,
2018-09-23,0.00,67,50,
2018-09-24,0.00,67,48,
2018-09-25,0.00,67,49,
2018-09-26,0.00,70,51,
2018-09-27,0.00,72,51,
2018-09-28,0.00,76,56,
2018-09-29,M,69,52,
2018-09-30,T,65,56,
2018-10-01,0.01,64,57,
2018-10-02,T,63,45,
2018-10-03,0.00,56,42,
2018-10-04,0.00,60,46,
2018-10-05,0.01,53,44,
2018-10-06,0.00,60,48,
2018-10-07,T,57,48,
2018-10-08,0.03,57,53,
2018-10-09,0.03,61,51,
2018-10-10,0.00,63,49,
2018-10-11,0.00,62,47,
2018-10-12,0.00,63,43,
2018-10-13,0.00,62,45,
2018-10-14,0.00,66,41,
2018-10-15,0.00,64,40,
2018-10-16,0.00,68,43,
2018-10-17,0.00,70,43,
2018-10-18,0.00,69,42,
2018-10-19,0.00,60,43,
2018-10-20,0.00,58,43,
2018-10-21,0.00,57,43,
2018-10-22,0.00,54,43,
2018-10-23,T,56,43,
2018-10-24,0.00,61,45,
2018-10-25,T,57,53,
2018-10-26,1.05,64,49,
2018-10-27,0.89,57,40,
2018-10-28,0.32,58,48,
2018-10-29,0.01,55,41,
2018-10-30,0.04,57,45,
2018-10-31,0.01,59,50,
2018-11-01,0.04,63,56,
2018-11-02,0.19,63,55,
2018-11-03,0.17,56,53,
2018-11-04,0.12,62,53,
2018-11-05,T,57,46,
2018-11-06,0.05,56,46,
2018-11-07,0.05,53,35,
2018-11-08,0.00,50,34,
2018-11-09,0.10,44,32,
2018-11-10,0.01,52,38,
2018-11-11,0.00,51,35,
2018-11-12,0.00,60,32,
2018-11-13,T,54,36,
2018-11-14,0.04,57,45,
2018-11-15,0.01,57,49,
2018-11-16,0.01,55,48,
2018-11-17,0.00,55,40,
2018-11-18,0.00,53,33,
2018-11-19,0.00,54,32,
2018-11-20,0.00,52,33,
2018-11-21,0.13,52,43,
2018-11-22,0.50,52,44,
2018-11-23,0.59,52,42,
2018-11-24,0.00,49,35,
2018-11-25,T,49,33,
2018-11-26,1.37,57,45,
2018-11-27,0.70,59,49,
2018-11-28,0.24,51,46,
2018-11-29,0.00,51,42,
2018-11-30,0.18,50,43,
2018-12-01,0.06,47,38,
2018-12-02,0.04,47,38,
2018-12-03,0.00,47,37,
2018-12-04,0.00,48,31,
2018-12-05,0.00,47,28,
2018-12-06,0.00,47,25,
2018-12-07,0.00,48,26,
2018-12-08,0.01,47,36,
2018-12-09,0.53,49,41,
2018-12-10,0.09,50,41,
2018-12-11,0.51,51,42,
2018-12-12,0.08,49,37,
2018-12-13,0.22,52,44,
2018-12-14,0.01,58,40,
2018-12-15,0.09,51,41,
2018-12-16,0.48,55,44,
2018-12-17,0.57,54,43,
2018-12-18,0.59,53,46,
2018-12-19,T,50,46,
2018-12-20,0.24,58,42,
2018-12-21,T,43,33,
2018-12-22,0.33,49,35,
2018-12-23,0.68,48,42,
2018-12-24,0.00,52,39,
2018-12-25,T,45,35,
2018-12-26,0.10,44,37,
2018-12-27,0.05,47,39,
2018-12-28,0.37,50,39,
2018-12-29,0.62,52,45,
2018-12-30,T,47,38,
2018-12-31,0.00,44,32,
2019-01-01,0.00,44,31,
2019-01-02,T,47,30,
2019-01-03,0.69,56,42,
2019-01-04,0.11,52,45,
2019-01-05,0.08,50,39,
2019-01-06,0.35,49,37,
2019-01-07,T,45,37,
2019-01-08,0.20,47,37,
2019-01-09,0.25,53,43,
2019-01-10,0.12,53,42,
2019-01-11,0.00,55,40,
2019-01-12,0.00,56,33,
2019-01-13,0.00,53,30,
2019-01-14,0.00,52,30,
2019-01-15,0.00,48,28,
2019-01-16,T,53,30,
2019-01-17,0.11,56,44,
2019-01-18,0.34,53,45,
2019-01-19,0.08,52,39,
2019-01-20,0.00,48,34,
2019-01-21,0.00,48,34,
2019-01-22,0.49,50,39,
2019-01-23,0.16,52,46,
2019-01-24,0.06,48,43,
2019-01-25,0.00,50,38,
2019-01-26,0.00,52,34,
2019-01-27,0.00,44,35,
2019-01-28,0.00,50,36,
2019-01-29,0.00,53,32,
2019-01-30,0.00,51,29,
2019-01-31,T,55,37,
2019-02-01,0.51,51,45,
2019-02-02,T,49,43,
2019-02-03,0.11,43,32,
2019-02-04,0.12,33,25,
2019-02-05,0.00,35,16,
2019-02-06,0.00,37,18,
2019-02-07,0.00,40,19,
2019-02-08,0.39,37,30,
2019-02-09,0.23,34,21,
2019-02-10,0.11,36,14,
2019-02-11,0.89,35,30,
2019-02-12,0.52,40,33,
2019-02-13,0.00,40,32,
2019-02-14,0.14,43,27,
2019-02-15,0.01,47,35,
2019-02-16,0.27,44,33,
2019-02-17,T,45,32,
2019-02-18,0.09,44,34,
2019-02-19,0.03,44,37,
2019-02-20,0.21,44,38,
2019-02-21,0.00,47,29,
2019-02-22,0.13,42,34,
2019-02-23,0.12,46,36,
2019-02-24,T,43,37,
2019-02-25,0.00,44,30,
2019-02-26,0.00,45,27,
2019-02-27,T,44,32,
2019-02-28,0.00,49,27,
2019-03-01,0.00,50,32,
2019-03-02,0.00,51,34,
2019-03-03,0.00,48,27,
2019-03-04,0.00,45,23,
2019-03-05,0.00,48,26,
2019-03-06,0.10,42,36,
2019-03-07,0.15,46,32,
2019-03-08,0.07,42,31,
2019-03-09,0.00,47,27,
2019-03-10,0.00,53,26,
2019-03-11,0.28,51,30,
2019-03-12,0.49,47,36,
2019-03-13,0.00,52,34,
2019-03-14,0.00,56,39,
2019-03-15,0.00,60,39,
2019-03-16,0.00,60,42,
2019-03-17,0.00,62,42,
2019-03-18,0.00,75,40,
2019-03-19,0.00,79,43,
2019-03-20,0.00,M,M,
2019-03-21,0.00,61,45,
2019-03-22,0.01,66,46,
2019-03-23,0.00,60,43,
2019-03-24,0.00,M,M,
2019-03-25,0.16,M,M,
2019-03-26,0.04,59,44,
2019-03-27,0.00,61,42,
2019-03-28,0.00,64,45,
2019-03-29,0.00,63,42,
2019-03-30,0.00,65,41,
2019-03-31,0.00,66,43,
2019-04-01,0.00,68,47,
2019-04-02,0.00,67,50,
2019-04-03,0.01,60,48,
2019-04-04,0.07,65,43,
2019-04-05,0.41,57,47,
2019-04-06,0.22,58,44,
2019-04-07,0.23,56,45,
2019-04-08,0.07,62,48,
2019-04-09,0.19,58,47,
2019-04-10,0.14,54,47,
2019-04-11,0.55,56,46,
2019-04-12,0.15,59,48,
2019-04-13,0.05,52,45,
2019-04-14,0.01,52,44,
2019-04-15,0.00,56,43,
2019-04-16,0.14,57,45,
2019-04-17,0.00,63,49,
2019-04-18,0.10,64,53,
2019-04-19,0.21,57,51,
2019-04-20,T,61,45,
2019-04-21,0.00,61,45,
2019-04-22,0.13,59,44,
2019-04-23,0.00,63,50,
2019-04-24,0.00,61,47,
2019-04-25,0.00,60,43,
2019-04-26,0.00,64,46,
2019-04-27,M,M,M,
2019-04-28,M,M,M,
2019-04-29,0.00,65,45,
2019-04-30,0.00,67,41,
2019-05-01,0.00,64,42,
2019-05-02,0.00,58,48,
2019-05-03,0.00,62,46,
2019-05-04,0.00,67,47,
2019-05-05,0.00,68,46,
2019-05-06,0.00,74,47,
2019-05-07,0.00,73,53,
2019-05-08,0.00,73,50,
2019-05-09,0.00,82,57,
2019-05-10,0.00,84,54,
2019-05-11,0.00,83,54,
2019-05-12,0.00,67,53,
2019-05-13,0.00,67,49,
2019-05-14,0.05,62,53,
2019-05-15,0.03,67,53,
2019-05-16,0.16,65,54,
2019-05-17,0.15,65,53,
2019-05-18,0.00,71,51,
2019-05-19,T,71,55,
2019-05-20,T,59,52,
2019-05-21,T,62,51,
2019-05-22,0.00,74,51,
2019-05-23,0.00,78,53,
2019-05-24,0.00,61,54,
2019-05-25,0.23,57,53,
2019-05-26,0.00,71,54,
2019-05-27,0.00,78,54,
2019-05-28,0.00,66,56,
2019-05-29,0.00,71,54,
2019-05-30,0.00,76,55,
2019-05-31,0.00,77,56,
2019-06-01,0.00,75,51,
2019-06-02,0.00,75,55,
2019-06-03,0.00,70,45,
2019-06-04,0.00,74,51,
2019-06-05,0.00,67,51,
2019-06-06,T,65,50,
2019-06-07,T,61,51,
2019-06-08,0.00,69,52,
2019-06-09,0.00,73,51,
2019-06-10,0.00,78,55,
2019-06-11,0.00,82,60,
2019-06-12,0.00,94,66,
2019-06-13,0.00,80,58,
2019-06-14,0.00,70,57,
2019-06-15,0.00,75,54,
2019-06-16,0.00,77,56,
2019-06-17,0.00,76,56,
2019-06-18,T,65,57,
2019-06-19,T,70,53,
2019-06-20,M,69,50,
2019-06-21,0.00,72,56,
2019-06-22,0.00,67,55,
2019-06-23,T,64,54,
2019-06-24,T,70,53,
2019-06-25,0.00,75,52,
2019-06-26,T,72,54,
2019-06-27,T,72,57,
2019-06-28,0.00,74,56,
2019-06-29,0.00,77,56,
2019-06-30,0.00,80,57,
2019-07-01,0.00,82,58,
2019-07-02,0.28,62,58,
2019-07-03,0.00,70,58,
2019-07-04,0.00,75,56,
2019-07-05,T,71,58,
2019-07-06,0.00,73,59,
2019-07-07,0.01,69,59,
2019-07-08,0.01,76,58,
2019-07-09,0.12,76,59,
2019-07-10,0.11,72,62,
2019-07-11,0.00,77,62,
2019-07-12,0.00,80,61,
2019-07-13,0.00,80,64,
2019-07-14,0.00,80,60,
2019-07-15,0.04,71,64,
2019-07-16,0.00,80,63,
2019-07-17,0.02,73,60,
2019-07-18,0.04,74,57,
2019-07-19,T,72,57,
2019-07-20,0.00,79,55,
2019-07-21,0.00,89,58,
2019-07-22,0.00,83,58,
2019-07-23,0.00,72,62,
2019-07-24,0.00,77,60,
2019-07-25,0.00,83,59,
2019-07-26,0.00,88,62,
2019-07-27,0.00,74,63,
2019-07-28,0.00,78,59,
2019-07-29,0.00,82,58,
2019-07-30,0.00,77,58,
2019-07-31,0.00,83,59,
2019-08-01,0.00,86,62,
2019-08-02,0.20,78,64,
2019-08-03,0.00,80,61,
2019-08-04,0.00,84,59,
2019-08-05,0.00,85,63,
2019-08-06,0.00,81,59,
2019-08-07,0.00,79,59,
2019-08-08,0.00,70,62,
2019-08-09,0.00,76,62,
2019-08-10,0.18,74,59,
2019-08-11,0.00,72,62,
2019-08-12,0.00,79,61,
2019-08-13,0.00,84,60,
2019-08-14,0.00,84,63,
2019-08-15,T,80,61,
2019-08-16,0.00,70,61,
2019-08-17,0.00,74,61,
2019-08-18,0.00,77,60,
2019-08-19,0.00,76,62,
2019-08-20,0.00,83,57,
2019-08-21,0.10,71,60,
2019-08-22,T,73,58,
2019-08-23,0.00,73,55,
2019-08-24,0.00,78,60,
2019-08-25,0.00,75,62,
2019-08-26,0.00,78,58,
2019-08-27,0.00,82,61,
2019-08-28,0.00,87,60,
2019-08-29,0.02,79,61,
2019-08-30,0.00,79,65,
2019-08-31,0.01,78,63,
2019-09-01,0.00,80,65,
2019-09-02,0.00,77,61,
2019-09-03,0.00,82,60,
2019-09-04,0.00,75,60,
2019-09-05,0.00,79,59,
2019-09-06,0.00,80,62,
2019-09-07,0.41,68,62,
2019-09-08,T,74,59,
2019-09-09,0.06,69,60,
2019-09-10,0.00,72,59,
2019-09-11,0.00,74,57,
2019-09-12,0.14,80,58,
2019-09-13,T,71,61,
2019-09-14,0.01,68,60,
2019-09-15,0.07,62,57,
2019-09-16,T,69,51,
2019-09-17,0.13,62,56,
2019-09-18,0.06,68,55,
2019-09-19,T,71,52,
2019-09-20,0.00,68,58,
2019-09-21,M,68,58,
2019-09-22,0.01,65,59,
2019-09-23,0.01,62,56,
2019-09-24,T,70,59,
2019-09-25,0.00,69,54,
2019-09-26,0.02,69,59,
2019-09-27,0.03,65,48,
2019-09-28,T,60,48,
2019-09-29,0.04,56,44,
2019-09-30,0.00,60,40,
2019-10-01,0.00,63,38,
2019-10-02,0.00,65,40,
2019-10-03,0.02,63,50,
2019-10-04,T,62,50,
2019-10-05,0.00,64,49,
2019-10-06,0.00,63,41,
2019-10-07,0.00,65,49,
2019-10-08,0.24,54,41,
2019-10-09,0.00,53,36,
2019-10-10,0.00,57,34,
2019-10-11,0.00,63,39,
2019-10-12,0.00,58,42,
2019-10-13,0.00,60,47,
2019-10-14,0.00,61,43,
2019-10-15,0.00,61,45,
2019-10-16,0.23,60,50,
2019-10-17,0.05,58,50,
2019-10-18,0.54,53,49,
2019-10-19,0.24,53,45,
2019-10-20,0.06,54,45,
2019-10-21,0.04,61,53,
2019-10-22,T,60,49,
2019-10-23,0.00,57,42,
2019-10-24,0.00,61,45,
2019-10-25,0.10,60,46,
2019-10-26,T,55,42,
2019-10-27,0.00,56,34,
2019-10-28,0.00,52,33,
2019-10-29,0.00,50,34,
2019-10-30,0.00,52,30,
2019-10-31,0.00,53,32,
2019-11-01,0.00,55,39,
2019-11-02,0.00,56,38,
