Estimates of Group Quarter Population for Census Tracts,,,,,,,,,,,,,,,,,,,,,,,,
"Washington State Office of Financial Management, Small Area Estimate Program (SAEP)",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
By using these data the user agrees that the Washington State Office of Financial Management shall not be liable for any activity involving these data with regard to lost profits,,,,,,,,,,,,,,,,,,,,,,,,
"or savings or any other consequential damages; or the fitness for use of the data for a particular purpose; or the installation of the data, its use, or the results obtained.",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates are approximations, use these data with caution. The estimates in these tables are typically presented for very small areas. To increase statistical stability,",,,,,,,,,,,,,,,,,,,,,,,,
"we recommend that users aggregate small area populations into larger geographic units of about 4,300 people, the size of the average census tract. Some changes",,,,,,,,,,,,,,,,,,,,,,,,
to the 2020 census data were made to ensure reliability. This table includes the 2020 census data from the Public Law 94-171 and OFM’s adjusted 2020 figures,,,,,,,,,,,,,,,,,,,,,,,,
so users can compare the values. All estimates are based on OFM adjusted figures. See the SAEP User Guide for more information.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
County Name,State Code FIPS,County Code FIPS,Census Tract Code,Census Tract Code Complete,SAEP Version,Estimated Group Quarters Population 2010,Estimated Group Quarters Population 2011,Estimated Group Quarters Population 2012,Estimated Group Quarters Population 2013,Estimated Group Quarters Population 2014,Estimated Group Quarters Population 2015,Estimated Group Quarters Population 2016,Estimated Group Quarters Population 2017,Estimated Group Quarters Population 2018,Estimated Group Quarters Population 2019,2020 Census (P.L. 94-171) Group Quarters Population,OFM Adjusted Group Quarter Population 2020,Estimated Group Quarter Population 2021,Estimated Group Quarter Population 2022,Estimated Group Quarter Population 2023,Estimated Group Quarter Population 2024,Estimated Group Quarter Population 2025,Numeric Change in Group Quarters Population 2020 to 2025,Percent Change in GQ Population 2020 to 2025
Clark,53,011,040812,53011040812,"October 3, 2025",15,15,15,15,14,10,9,8,14,14,13,13,13,13,13,13,13,0,-0.59%
Clark,53,011,040904,53011040904,"October 3, 2025",10,10,9,9,9,8,8,7,7,7,6,6,6,6,6,6,6,0,-0.60%
Clark,53,011,040905,53011040905,"October 3, 2025",9,9,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,0,-0.60%
Clark,53,011,040907,53011040907,"October 3, 2025",16,15,15,14,13,13,12,11,11,10,9,9,9,9,9,9,9,0,-0.59%
Clark,53,011,040908,53011040908,"October 3, 2025",12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,15,15,0,-0.60%
Clark,53,011,040909,53011040909,"October 3, 2025",7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,0,-0.60%
Clark,53,011,040910,53011040910,"October 3, 2025",7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,0,-0.59%
Clark,53,011,041003,53011041003,"October 3, 2025",114,110,108,94,94,93,85,74,73,73,65,65,65,71,132,131,127,62,95.22%
Clark,53,011,041005,53011041005,"October 3, 2025",2,4,6,5,5,1,8,6,28,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,041007,53011041007,"October 3, 2025",0,6,12,19,25,32,38,45,51,57,62,62,62,62,62,62,62,0,-0.59%
Clark,53,011,041008,53011041008,"October 3, 2025",10,11,11,12,13,13,14,15,15,16,16,16,16,16,16,16,16,0,-0.59%
Clark,53,011,041009,53011041009,"October 3, 2025",0,8,16,24,32,40,49,57,65,73,79,79,79,79,79,79,79,0,-0.59%
Clark,53,011,041010,53011041010,"October 3, 2025",3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,041011,53011041011,"October 3, 2025",22,25,28,31,35,38,41,44,47,50,52,52,50,52,52,52,51,-1,-1.15%
Clark,53,011,041104,53011041104,"October 3, 2025",66,62,58,54,50,45,41,37,32,28,23,23,23,23,23,23,23,0,-0.59%
Clark,53,011,041105,53011041105,"October 3, 2025",17,16,15,15,14,13,12,12,11,10,9,9,9,9,9,9,9,0,-0.59%
Clark,53,011,041107,53011041107,"October 3, 2025",7,7,8,8,9,9,10,10,11,11,11,11,10,11,11,11,11,0,-1.15%
Clark,53,011,041110,53011041110,"October 3, 2025",28,26,24,23,21,19,17,15,13,11,9,9,9,9,9,9,9,0,-0.59%
Clark,53,011,041111,53011041111,"October 3, 2025",0,16,32,48,64,80,96,113,129,146,157,157,150,156,156,156,155,-2,-1.15%
Clark,53,011,041112,53011041112,"October 3, 2025",5,6,7,8,9,10,11,12,13,13,14,14,14,14,14,14,14,0,-0.59%
Clark,53,011,041113,53011041113,"October 3, 2025",0,6,13,19,26,32,39,45,52,58,63,63,60,63,62,63,62,-1,-1.15%
Clark,53,011,041114,53011041114,"October 3, 2025",0,0,0,0,30,29,27,20,21,19,14,14,14,104,84,80,52,38,274.23%
Clark,53,011,041203,53011041203,"October 3, 2025",13,25,36,48,60,72,84,96,108,120,128,128,122,127,127,127,127,-1,-1.15%
Clark,53,011,041205,53011041205,"October 3, 2025",205,212,215,226,197,170,155,152,165,171,159,159,108,108,86,121,90,-69,-43.42%
Clark,53,011,041206,53011041206,"October 3, 2025",34,34,34,34,34,34,34,35,34,34,33,33,31,33,33,33,33,0,-1.15%
Clark,53,011,041207,53011041207,"October 3, 2025",16,16,16,16,16,15,15,15,15,15,14,14,13,14,14,14,14,0,-1.14%
Clark,53,011,041208,53011041208,"October 3, 2025",19,20,22,23,24,26,27,28,29,31,31,31,30,31,31,31,31,0,-1.15%
Clark,53,011,041309,53011041309,"October 3, 2025",69,76,84,100,109,110,118,127,135,143,147,147,140,160,150,150,149,2,1.54%
Clark,53,011,041310,53011041310,"October 3, 2025",52,51,50,48,47,46,44,44,42,40,38,38,36,38,38,38,38,0,-1.15%
Clark,53,011,041312,53011041312,"October 3, 2025",28,26,23,21,19,16,14,12,9,6,4,4,4,44,29,25,25,21,517.83%
Clark,53,011,041313,53011041313,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,041317,53011041317,"October 3, 2025",26,28,29,31,32,34,35,37,38,40,40,40,38,40,40,40,40,0,-1.15%
Clark,53,011,041319,53011041319,"October 3, 2025",23,24,26,27,29,30,31,33,34,36,36,36,34,36,36,36,36,0,-1.15%
Clark,53,011,041320,53011041320,"October 3, 2025",0,1,3,4,6,7,9,10,12,13,14,14,13,14,14,14,14,0,-1.15%
Clark,53,011,041321,53011041321,"October 3, 2025",3,4,5,6,7,8,9,10,10,11,12,12,12,12,12,12,12,0,-0.59%
Clark,53,011,041322,53011041322,"October 3, 2025",16,16,15,15,14,14,13,13,12,12,12,12,11,12,12,12,12,0,-1.14%
Clark,53,011,041323,53011041323,"October 3, 2025",165,163,161,159,157,154,151,151,147,143,137,137,130,136,136,136,135,-2,-1.15%
Clark,53,011,041325,53011041325,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,041326,53011041326,"October 3, 2025",13,13,14,14,15,15,16,16,17,17,17,17,16,17,17,17,17,0,-1.14%
Clark,53,011,041328,53011041328,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,041329,53011041329,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,041330,53011041330,"October 3, 2025",38,36,35,33,31,30,28,26,24,22,20,20,19,20,20,20,20,0,-1.14%
Clark,53,011,041331,53011041331,"October 3, 2025",0,1,2,4,5,6,7,9,10,11,12,12,11,12,12,12,12,0,-1.15%
Clark,53,011,041332,53011041332,"October 3, 2025",8,8,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,0,-1.15%
Clark,53,011,041333,53011041333,"October 3, 2025",19,20,21,22,23,24,25,26,27,28,28,28,27,28,28,28,28,0,-1.15%
Clark,53,011,041334,53011041334,"October 3, 2025",16,16,16,15,15,15,15,16,16,16,15,15,15,15,15,15,15,0,-0.59%
Clark,53,011,041335,53011041335,"October 3, 2025",28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,0,-0.59%
Clark,53,011,041336,53011041336,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,041337,53011041337,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,2,2,2,2,63,79,72,70,3508.15%
Clark,53,011,041400,53011041400,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,041500,53011041500,"October 3, 2025",78,75,63,70,68,66,68,66,64,62,58,58,52,52,64,68,70,12,20.69%
Clark,53,011,041600,53011041600,"October 3, 2025",0,2,4,5,7,9,11,13,15,17,18,18,17,18,42,39,41,23,125.17%
Clark,53,011,041700,53011041700,"October 3, 2025",0,3,7,10,13,17,20,24,27,31,33,33,31,33,33,33,33,0,-1.15%
Clark,53,011,041800,53011041800,"October 3, 2025",16,15,14,13,11,10,9,8,7,5,4,4,4,4,4,4,4,0,-1.15%
Clark,53,011,041900,53011041900,"October 3, 2025",109,110,99,68,76,76,77,75,73,94,90,90,80,84,72,83,114,24,26.31%
Clark,53,011,042000,53011042000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,042100,53011042100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,042300,53011042300,"October 3, 2025",32,31,29,28,27,26,24,23,22,20,24,24,23,24,24,24,24,0,-1.15%
Clark,53,011,042400,53011042400,"October 3, 2025",946,897,825,790,695,661,583,566,568,518,553,553,508,538,501,520,520,-33,-5.97%
Clark,53,011,042500,53011042500,"October 3, 2025",5,5,4,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,042601,53011042601,"October 3, 2025",3,3,3,2,2,2,2,2,1,1,11,11,10,11,11,11,11,0,-1.15%
Clark,53,011,042602,53011042602,"October 3, 2025",91,91,82,85,75,62,88,48,41,37,30,30,29,30,37,37,37,7,21.92%
Clark,53,011,042700,53011042700,"October 3, 2025",4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
Clark,53,011,042800,53011042800,"October 3, 2025",14,14,18,16,16,13,12,12,12,12,11,11,10,11,11,11,11,0,-1.15%
Clark,53,011,042900,53011042900,"October 3, 2025",12,13,14,14,15,16,17,17,18,19,19,19,18,19,19,19,19,0,-1.15%
Clark,53,011,043000,53011043000,"October 3, 2025",23,23,22,21,21,20,20,20,19,18,17,17,16,17,17,17,17,0,-1.15%
Clark,53,011,043100,53011043100,"October 3, 2025",26,27,29,30,32,33,35,36,38,39,39,39,37,39,39,39,39,0,-1.15%
Columbia,53,013,960200,53013960200,"October 3, 2025",75,69,71,82,83,70,74,70,71,63,70,70,68,68,79,68,73,3,4.29%
Cowlitz,53,015,000400,53015000400,"October 3, 2025",32,31,27,43,48,51,56,60,64,66,34,34,30,29,31,31,33,-1,-4.28%
Cowlitz,53,015,000501,53015000501,"October 3, 2025",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-4.30%
Cowlitz,53,015,000502,53015000502,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,000601,53015000601,"October 3, 2025",65,59,53,47,40,34,28,22,15,9,3,3,3,3,3,3,3,0,-4.27%
Cowlitz,53,015,000602,53015000602,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,000702,53015000702,"October 3, 2025",14,13,12,11,10,9,8,7,6,5,4,4,4,3,4,4,4,0,-4.27%
Cowlitz,53,015,000703,53015000703,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,000705,53015000705,"October 3, 2025",13,13,14,14,14,15,15,15,15,15,16,16,15,14,15,15,15,-1,-3.47%
Cowlitz,53,015,000706,53015000706,"October 3, 2025",0,1,2,3,4,5,5,6,7,8,9,9,8,8,8,8,9,0,-4.28%
Cowlitz,53,015,000801,53015000801,"October 3, 2025",4,5,7,8,9,11,12,13,14,15,17,17,15,14,15,15,16,-1,-4.28%
Cowlitz,53,015,000802,53015000802,"October 3, 2025",19,19,20,20,20,21,21,21,21,21,22,22,20,20,20,20,21,-1,-3.11%
Cowlitz,53,015,000901,53015000901,"October 3, 2025",5,5,6,6,7,7,7,8,8,8,9,9,9,9,9,9,9,0,0.00%
Cowlitz,53,015,000902,53015000902,"October 3, 2025",56,56,56,56,55,56,56,55,55,54,55,55,55,55,55,55,55,0,0.00%
Cowlitz,53,015,001000,53015001000,"October 3, 2025",25,24,25,25,25,26,26,25,26,25,26,26,26,26,26,26,26,0,0.00%
Cowlitz,53,015,001100,53015001100,"October 3, 2025",21,20,18,17,16,15,13,12,11,9,12,12,12,12,12,12,12,0,0.00%
Cowlitz,53,015,001200,53015001200,"October 3, 2025",0,3,6,10,13,16,19,22,25,28,32,32,32,32,32,32,32,0,0.00%
Cowlitz,53,015,001300,53015001300,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,001501,53015001501,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,001503,53015001503,"October 3, 2025",6,7,8,10,11,12,13,14,15,17,18,18,18,18,18,18,18,0,0.00%
Cowlitz,53,015,001504,53015001504,"October 3, 2025",86,88,95,99,105,94,95,106,113,116,125,125,125,125,125,125,125,0,0.00%
Cowlitz,53,015,001601,53015001601,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,001602,53015001602,"October 3, 2025",0,1,2,2,3,4,5,6,6,7,8,8,8,8,8,8,8,0,0.00%
Cowlitz,53,015,001700,53015001700,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,001800,53015001800,"October 3, 2025",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00%
Cowlitz,53,015,001900,53015001900,"October 3, 2025",0,1,2,2,3,4,5,6,6,7,8,8,8,8,8,8,8,0,0.00%
Cowlitz,53,015,002001,53015002001,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,002003,53015002003,"October 3, 2025",39,40,41,41,42,43,43,43,44,45,46,46,46,46,46,46,46,0,0.00%
Cowlitz,53,015,002004,53015002004,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Cowlitz,53,015,002100,53015002100,"October 3, 2025",816,765,709,696,722,634,600,601,543,523,468,468,301,292,406,406,431,-37,-7.96%
Cowlitz,53,015,980000,53015980000,"October 3, 2025",0,1,3,4,6,7,8,10,11,12,14,14,13,12,13,13,13,-1,-4.28%
Douglas,53,017,950101,53017950101,"October 3, 2025",43,66,89,114,139,165,191,217,242,268,233,233,233,233,233,233,233,0,0.00%
Douglas,53,017,950102,53017950102,"October 3, 2025",2,6,10,14,18,23,27,32,36,41,36,36,36,36,36,36,36,0,0.00%
Douglas,53,017,950200,53017950200,"October 3, 2025",10,11,12,13,14,15,17,17,18,19,16,16,16,16,16,16,16,0,0.00%
Douglas,53,017,950300,53017950300,"October 3, 2025",0,0,0,0,0,1,1,1,1,1,113,113,113,113,113,113,113,0,0.00%
Douglas,53,017,950400,53017950400,"October 3, 2025",7,15,23,32,40,49,59,68,77,87,76,76,76,76,76,76,76,0,0.00%
Douglas,53,017,950500,53017950500,"October 3, 2025",11,13,14,3,3,2,2,1,1,1,9,9,9,9,9,9,9,0,0.00%
Douglas,53,017,950600,53017950600,"October 3, 2025",19,19,19,18,17,17,16,15,14,13,9,9,9,9,9,9,9,0,0.00%
Douglas,53,017,950700,53017950700,"October 3, 2025",12,8,14,15,16,20,23,22,25,25,20,20,18,21,21,15,18,-2,-10.00%
Douglas,53,017,950800,53017950800,"October 3, 2025",86,91,93,96,97,99,100,101,101,101,80,80,80,80,80,80,80,0,0.00%
Ferry,53,019,940000,53019940000,"October 3, 2025",0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0.00%
Ferry,53,019,970100,53019970100,"October 3, 2025",191,175,158,143,126,110,93,77,61,45,27,27,27,27,27,27,27,0,0.00%
Ferry,53,019,970200,53019970200,"October 3, 2025",61,64,66,68,70,73,75,78,80,82,85,85,85,85,85,85,85,0,0.00%
Franklin,53,021,020101,53021020101,"October 3, 2025",0,4,8,13,17,20,24,28,35,59,51,51,109,68,121,141,141,90,176.47%
Franklin,53,021,020102,53021020102,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020103,53021020103,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020201,53021020201,"October 3, 2025",0,1,1,2,2,3,3,4,5,5,6,6,6,6,6,6,6,0,0.00%
Franklin,53,021,020202,53021020202,"October 3, 2025",265,274,274,199,191,183,174,152,225,197,175,175,174,174,180,198,300,125,71.43%
Franklin,53,021,020300,53021020300,"October 3, 2025",6,10,13,17,21,24,27,31,77,130,149,149,116,143,145,132,142,-7,-4.70%
Franklin,53,021,020401,53021020401,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0.00%
Franklin,53,021,020402,53021020402,"October 3, 2025",92,94,100,88,93,97,116,119,115,110,98,98,99,119,112,147,126,28,28.57%
Franklin,53,021,020403,53021020403,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020404,53021020404,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020501,53021020501,"October 3, 2025",0,3,6,9,11,14,17,19,24,27,30,30,30,30,30,30,30,0,0.00%
Franklin,53,021,020503,53021020503,"October 3, 2025",6,5,5,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020504,53021020504,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020603,53021020603,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020605,53021020605,"October 3, 2025",7,6,5,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020606,53021020606,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020607,53021020607,"October 3, 2025",15,21,26,31,37,42,47,52,62,69,74,74,74,74,74,74,74,0,0.00%
Franklin,53,021,020608,53021020608,"October 3, 2025",4,18,32,45,58,71,83,95,189,204,248,248,248,365,593,505,505,257,103.63%
Franklin,53,021,020700,53021020700,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Franklin,53,021,020801,53021020801,"October 3, 2025",0,20,39,58,76,94,112,129,161,182,201,201,201,201,201,201,201,0,0.00%
Franklin,53,021,020802,53021020802,"October 3, 2025","1,451","2,333","2,444","2,388","2,334","2,340","2,257","2,284","2,490","2,490","2,403","2,403","2,056","1,755","1,845","2,021","1,988",-415,-17.27%
Franklin,53,021,980100,53021980100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Garfield,53,023,970300,53023970300,"October 3, 2025",36,35,25,26,21,27,41,40,20,20,22,22,22,22,21,22,18,-4,-18.18%
Grant,53,025,010100,53025010100,"October 3, 2025",16,16,18,16,15,14,14,13,12,12,10,10,10,7,7,7,7,-3,-30.00%
Grant,53,025,010200,53025010200,"October 3, 2025",123,114,105,95,85,75,65,54,43,33,10,10,10,10,10,10,10,0,0.00%
Grant,53,025,010300,53025010300,"October 3, 2025",43,41,40,38,33,29,31,35,28,30,25,25,1,17,25,28,28,3,12.00%
Grant,53,025,010401,53025010401,"October 3, 2025",190,179,171,161,155,152,130,117,101,94,91,91,86,101,119,119,120,29,31.87%
Grant,53,025,010402,53025010402,"October 3, 2025",110,103,107,111,109,106,136,138,134,142,131,131,126,128,129,126,124,-7,-5.34%
Grant,53,025,010500,53025010500,"October 3, 2025",0,18,37,56,75,94,113,131,147,169,182,182,182,180,182,182,182,0,0.00%
Grant,53,025,010600,53025010600,"October 3, 2025",26,27,26,28,30,32,33,19,20,22,23,23,23,23,23,23,23,0,0.00%
Grant,53,025,010700,53025010700,"October 3, 2025",4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
Grant,53,025,010800,53025010800,"October 3, 2025",434,362,364,327,343,303,270,240,178,186,179,179,121,120,153,176,193,14,7.82%
Grant,53,025,010901,53025010901,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Grant,53,025,010903,53025010903,"October 3, 2025",12,19,27,35,42,50,58,65,71,80,85,85,85,85,85,85,85,0,0.00%
Grant,53,025,010904,53025010904,"October 3, 2025",7,6,6,5,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0.00%
Grant,53,025,011001,53025011001,"October 3, 2025",27,31,34,38,42,45,49,52,55,60,61,61,61,61,61,58,60,-1,-1.64%
Grant,53,025,011002,53025011002,"October 3, 2025",117,112,113,124,124,124,156,142,139,137,129,129,117,117,117,98,107,-22,-17.05%
Grant,53,025,011101,53025011101,"October 3, 2025",18,18,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,0,0.00%
Grant,53,025,011102,53025011102,"October 3, 2025",0,1,2,3,5,6,7,8,9,10,16,16,16,16,16,16,16,0,0.00%
Grant,53,025,011200,53025011200,"October 3, 2025",29,34,39,44,50,55,60,64,68,75,77,77,77,76,77,77,77,0,0.00%
Grant,53,025,011300,53025011300,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Grant,53,025,011401,53025011401,"October 3, 2025",0,39,79,120,161,202,242,280,316,363,390,390,389,386,390,390,390,0,0.00%
Grant,53,025,011403,53025011403,"October 3, 2025",0,4,8,12,16,21,25,29,32,37,87,87,73,82,101,159,151,64,73.56%
Grant,53,025,011404,53025011404,"October 3, 2025",18,36,54,72,91,110,128,145,161,182,194,194,194,192,194,194,194,0,0.00%
Grant,53,025,011405,53025011405,"October 3, 2025",71,77,83,89,95,100,106,110,114,122,205,205,205,203,205,205,205,0,0.00%
Grant,53,025,011406,53025011406,"October 3, 2025",0,23,46,70,117,147,175,203,228,265,285,285,285,282,285,285,285,0,0.00%
Grays Harbor,53,027,000201,53027000201,"October 3, 2025",4,4,4,4,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0.00%
Grays Harbor,53,027,000202,53027000202,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Grays Harbor,53,027,000300,53027000300,"October 3, 2025",4,5,6,7,8,10,12,15,19,23,9,9,9,9,9,9,9,0,0.00%
Grays Harbor,53,027,000401,53027000401,"October 3, 2025",88,111,121,129,138,150,164,181,205,234,82,82,82,64,0,0,0,-82,-100.00%
Grays Harbor,53,027,000402,53027000402,"October 3, 2025",159,177,194,208,224,245,269,299,340,390,123,123,123,144,139,139,139,16,13.01%
Grays Harbor,53,027,000501,53027000501,"October 3, 2025",0,1,2,4,6,8,11,14,19,25,10,10,10,10,10,10,10,0,0.00%
Grays Harbor,53,027,000502,53027000502,"October 3, 2025",51,59,66,73,83,96,110,132,157,177,114,114,114,114,114,114,114,0,0.00%
Grays Harbor,53,027,000600,53027000600,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Grays Harbor,53,027,000700,53027000700,"October 3, 2025",0,4,9,15,22,31,41,55,73,97,39,39,39,39,39,39,39,0,0.00%
Grays Harbor,53,027,000800,53027000800,"October 3, 2025",33,35,38,41,45,50,56,59,70,84,29,29,29,29,29,29,29,0,0.00%
Grays Harbor,53,027,000900,53027000900,"October 3, 2025",0,3,6,10,14,20,27,35,45,59,25,25,25,25,25,25,25,0,0.00%
Grays Harbor,53,027,001000,53027001000,"October 3, 2025",164,181,201,225,253,289,329,359,434,539,264,264,264,264,264,264,264,0,0.00%
Grays Harbor,53,027,001100,53027001100,"October 3, 2025",149,159,176,176,205,214,235,246,273,344,115,115,112,104,125,116,122,7,6.09%
Grays Harbor,53,027,001200,53027001200,"October 3, 2025",0,1,1,2,3,4,5,7,9,12,5,5,5,5,5,5,5,0,0.00%
Grays Harbor,53,027,001300,53027001300,"October 3, 2025",97,106,120,121,142,104,164,202,240,283,98,98,98,87,82,78,87,-11,-11.22%
Grays Harbor,53,027,001400,53027001400,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Grays Harbor,53,027,001500,53027001500,"October 3, 2025",3,8,14,21,29,40,52,68,90,118,47,47,47,47,47,47,47,0,0.00%
Grays Harbor,53,027,001601,53027001601,"October 3, 2025",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Grays Harbor,53,027,001602,53027001602,"October 3, 2025","1,967","1,913","1,844","1,757","1,651","1,510","1,345","1,155",862,499,"1,937","1,937","1,777","1,741","1,795","1,824","1,809",-128,-6.61%
Grays Harbor,53,027,940000,53027940000,"October 3, 2025",8,9,10,12,14,16,18,22,26,32,12,12,12,12,12,12,12,0,0.00%
Grays Harbor,53,027,990000,53027990000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Island,53,029,970100,53029970100,"October 3, 2025",0,1,2,2,3,4,5,6,6,7,8,8,8,8,8,8,8,0,0.00%
Island,53,029,970200,53029970200,"October 3, 2025","1,064","1,123","1,321","1,260","1,240","1,257","1,417","1,668","1,658","1,462","1,410","1,410","1,190","1,299","1,309","1,287","1,103",-307,-21.77%
Island,53,029,970300,53029970300,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Island,53,029,970401,53029970401,"October 3, 2025",7,6,6,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0.00%
Island,53,029,970402,53029970402,"October 3, 2025",5,6,6,7,8,8,9,10,10,11,12,12,12,12,12,12,12,0,0.00%
Island,53,029,970500,53029970500,"October 3, 2025",0,1,2,3,4,4,5,6,7,8,9,9,9,9,9,9,9,0,0.00%
Island,53,029,970601,53029970601,"October 3, 2025",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.00%
Island,53,029,970602,53029970602,"October 3, 2025",78,72,77,87,88,86,94,92,94,90,94,94,108,109,100,114,107,13,13.83%
Island,53,029,970700,53029970700,"October 3, 2025",33,33,32,32,32,32,31,31,31,31,32,32,32,32,32,32,32,0,0.00%
Island,53,029,970800,53029970800,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Island,53,029,970900,53029970900,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Island,53,029,971000,53029971000,"October 3, 2025",168,165,164,150,152,149,146,107,91,85,87,87,99,91,113,116,124,37,42.53%
Island,53,029,971100,53029971100,"October 3, 2025",9,10,11,12,13,14,15,17,18,19,20,20,20,20,20,20,20,0,0.00%
Island,53,029,971301,53029971301,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
